"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CISD1",1.4531259367382e-20,0.256737407490122,0.297,0.056,3.22012707581186e-16,"12","CISD1"
"SUB15",1.57631964651751e-20,0.98560824675977,0.945,0.566,3.49312433668281e-16,"12","SUB1"
"CAMTA11",1.60463423401752e-20,0.402607352172607,0.56,0.161,3.55586946258283e-16,"12","CAMTA1"
"EIF61",1.60971714454137e-20,0.454288131858874,0.516,0.143,3.56713319230368e-16,"12","EIF6"
"ZNHIT3",1.61902794898599e-20,0.357423526779296,0.418,0.1,3.58776593495296e-16,"12","ZNHIT3"
"EIF3D2",1.64619308693056e-20,0.673442374936621,0.824,0.309,3.64796388063812e-16,"12","EIF3D"
"C1QBP2",1.76975132885763e-20,0.802352977990465,0.703,0.26,3.9217689447485e-16,"12","C1QBP"
"HINT22",1.82126267852931e-20,0.439876007833168,0.516,0.144,4.03591809562096e-16,"12","HINT2"
"CDK12",1.85892937748892e-20,0.341512060719763,0.33,0.068,4.11938750051545e-16,"12","CDK12"
"FBXO21",1.94128558623994e-20,0.290289206867124,0.319,0.063,4.3018888591077e-16,"12","FBXO21"
"SFR1",1.96844894011976e-20,0.292081392211977,0.275,0.05,4.36208285130539e-16,"12","SFR1"
"CLEC11A1",1.9958045080113e-20,0.389419726142102,0.286,0.054,4.42270278975304e-16,"12","CLEC11A"
"RACK14",2.01725955899632e-20,0.784005929842665,1,0.84,4.47024718273584e-16,"12","RACK1"
"DDX172",2.12392309400605e-20,0.435872919701225,0.67,0.216,4.70661357631741e-16,"12","DDX17"
"NEDD11",2.1250142954769e-20,0.319172959903799,0.253,0.044,4.7090316787768e-16,"12","NEDD1"
"RBM10",2.174344675514e-20,0.290315846640699,0.286,0.054,4.81834780093902e-16,"12","RBM10"
"MCRIP1",2.22114402291239e-20,0.328802636693097,0.484,0.124,4.92205515477385e-16,"12","MCRIP1"
"NDUFS63",2.55393996127216e-20,0.69737354573015,0.747,0.285,5.65953095417911e-16,"12","NDUFS6"
"TAF72",2.82794994504098e-20,0.559881167998593,0.681,0.224,6.26673707821081e-16,"12","TAF7"
"DMAP1",2.85051659456747e-20,0.403170945854093,0.297,0.058,6.31674477356151e-16,"12","DMAP1"
"MRPL421",2.91261467170227e-20,0.47054843582811,0.473,0.128,6.45435411249223e-16,"12","MRPL42"
"CD535",2.94084465456325e-20,0.495983157775237,0.747,0.243,6.51691175451217e-16,"12","CD53"
"AK3",3.06841445924226e-20,0.429618717962807,0.352,0.079,6.79960644168085e-16,"12","AK3"
"INO80C",3.40451487160438e-20,0.385597700114146,0.341,0.074,7.54440495547531e-16,"12","INO80C"
"ARPC35",3.6209270769725e-20,0.784128777232337,0.978,0.572,8.02397440257105e-16,"12","ARPC3"
"HADHB2",3.69299834628364e-20,0.454192423625785,0.505,0.143,8.18368433536454e-16,"12","HADHB"
"RBM35",3.75242928133425e-20,0.799285297748951,0.956,0.47,8.31538328743671e-16,"12","RBM3"
"DPM11",3.76940840008126e-20,0.394158992078669,0.495,0.134,8.35300901458006e-16,"12","DPM1"
"ILF32",3.81495835862082e-20,0.536950588209028,0.582,0.179,8.45394772270373e-16,"12","ILF3"
"NCOR11",3.82151195816622e-20,0.446536616500083,0.626,0.193,8.46847049929635e-16,"12","NCOR1"
"TMEM1231",4.33918039176669e-20,0.575592972114757,0.835,0.291,9.61562374815498e-16,"12","TMEM123"
"PRPF4B",4.70718056649114e-20,0.369242222990667,0.473,0.124,1.04311121353444e-15,"12","PRPF4B"
"SEPT93",4.71637940145106e-20,0.529541155859814,0.637,0.192,1.04514967536156e-15,"12","SEPT9"
"MRPL501",4.88908958677305e-20,0.337545940165486,0.319,0.066,1.08342225242891e-15,"12","MRPL50"
"DHX30",5.1227792957778e-20,0.279454408393371,0.33,0.069,1.13520789194436e-15,"12","DHX30"
"SRP191",5.27238661189829e-20,0.439104090723817,0.516,0.147,1.16836087319666e-15,"12","SRP19"
"EIF3H2",5.46970995131264e-20,0.811917089842304,0.956,0.477,1.21208772521088e-15,"12","EIF3H"
"KATNA1",5.58842208901334e-20,0.318446262296447,0.286,0.055,1.23839433492536e-15,"12","KATNA1"
"TMX2",5.82211934478005e-20,0.36438331655974,0.374,0.087,1.29018164680326e-15,"12","TMX2"
"RGS23",5.84018770625478e-20,1.15186519653799,0.692,0.268,1.29418559570606e-15,"12","RGS2"
"TRA2A3",6.03146934557854e-20,0.502833104434866,0.769,0.261,1.33657360698021e-15,"12","TRA2A"
"RAB2A",6.14695468614004e-20,0.423606717786897,0.538,0.152,1.36216515844863e-15,"12","RAB2A"
"AURKAIP12",6.45156138544228e-20,0.471148836917927,0.747,0.255,1.42966600301401e-15,"12","AURKAIP1"
"RPLP0P63",6.60248844608218e-20,0.638886424651168,0.747,0.259,1.46311143965181e-15,"12","RPLP0P6"
"MED13L",7.10425564791098e-20,0.277670908337183,0.33,0.069,1.57430305157707e-15,"12","MED13L"
"CYTH2",7.12308692356767e-20,0.425764963617184,0.33,0.07,1.5784760622626e-15,"12","CYTH2"
"FKBP1A2",7.19111481815479e-20,0.546649883003615,0.89,0.341,1.5935510437031e-15,"12","FKBP1A"
"CD2AP",7.288179460217e-20,0.285893618502517,0.275,0.051,1.61506056838409e-15,"12","CD2AP"
"PSMD61",7.31217253918259e-20,0.438793554821682,0.516,0.147,1.62037743468286e-15,"12","PSMD6"
"PRDM2",7.39768855509034e-20,0.308251377235514,0.352,0.075,1.63932778380802e-15,"12","PRDM2"
"PRPSAP2",7.54813023387841e-20,0.414030488726719,0.286,0.056,1.67266565982746e-15,"12","PRPSAP2"
"TTC1",7.6456106082401e-20,0.453467842526675,0.505,0.143,1.69426731078601e-15,"12","TTC1"
"SMAD2",7.85938735098328e-20,0.343360982609996,0.341,0.073,1.7416402369779e-15,"12","SMAD2"
"EIF3A2",7.85958306998531e-20,0.58083782246847,0.703,0.237,1.74168360830874e-15,"12","EIF3A"
"SDHB",8.03852900924809e-20,0.420641843454577,0.495,0.137,1.78133802844938e-15,"12","SDHB"
"AHCY1",8.14744620527632e-20,0.415678489658771,0.33,0.071,1.80547407908923e-15,"12","AHCY"
"CYC12",8.15285160959319e-20,0.52607538117329,0.582,0.181,1.80667191668585e-15,"12","CYC1"
"H1FX",8.1551128424218e-20,0.37492857920885,0.319,0.067,1.80717300588067e-15,"12","H1FX"
"LAIR1",8.26123891054676e-20,0.354905217587293,0.297,0.057,1.83069054257716e-15,"12","LAIR1"
"SH3KBP12",9.0050553060946e-20,0.60064412863389,0.549,0.159,1.99552025583056e-15,"12","SH3KBP1"
"SETD5",9.44183744028309e-20,0.283447033662874,0.352,0.078,2.09231117676673e-15,"12","SETD5"
"MORF4L2",9.53184366835881e-20,0.423981916064806,0.505,0.141,2.11225655690831e-15,"12","MORF4L2"
"FNBP4",1.04481667683534e-19,0.391366331505437,0.429,0.108,2.31531375586711e-15,"12","FNBP4"
"RPL13AP61",1.05222459996619e-19,0.30646986126229,0.352,0.076,2.33172971352508e-15,"12","RPL13AP6"
"RNF114",1.06017100240793e-19,0.387789814234605,0.451,0.117,2.34933894133598e-15,"12","RNF114"
"PITPNB",1.12244904260442e-19,0.321719979438016,0.286,0.055,2.4873470784114e-15,"12","PITPNB"
"THRAP31",1.19947301669983e-19,0.603648153429754,0.604,0.199,2.65803220500682e-15,"12","THRAP3"
"ERO1B1",1.22521945122697e-19,0.392516060939129,0.319,0.065,2.71508630391897e-15,"12","ERO1B"
"GLUL3",1.24215889733596e-19,0.571703056203813,0.714,0.256,2.75262411649649e-15,"12","GLUL"
"PPP2CA",1.27414426157218e-19,0.537503542944128,0.582,0.181,2.82350368364395e-15,"12","PPP2CA"
"TP531",1.29103176376381e-19,0.34879364069091,0.352,0.079,2.8609263885006e-15,"12","TP53"
"AC026403.14",1.35397689252344e-19,0.875029569983044,0.978,0.518,3.00041279383194e-15,"12","AC026403.1"
"PSMA74",1.35927680258972e-19,0.761225069876895,0.901,0.413,3.01215739453881e-15,"12","PSMA7"
"THOC2",1.38665357481856e-19,0.432463213534333,0.495,0.137,3.07282432179793e-15,"12","THOC2"
"CHTOP1",1.41447831109336e-19,0.452411428849274,0.396,0.097,3.13448393738288e-15,"12","CHTOP"
"OSTC4",1.58281199789339e-19,0.540542154108006,0.681,0.225,3.50751138733176e-15,"12","OSTC"
"SNHG171",1.64975550539751e-19,0.437722880968603,0.44,0.114,3.65585819996087e-15,"12","SNHG17"
"EMB",1.66581678425635e-19,0.280228197540853,0.484,0.123,3.69144999391208e-15,"12","EMB"
"OXA1L",1.67616655631621e-19,0.435555528423356,0.527,0.151,3.71438508879671e-15,"12","OXA1L"
"THOC6",1.6896137953753e-19,0.327231878141488,0.341,0.074,3.74418417055167e-15,"12","THOC6"
"DAZAP11",1.75512092978106e-19,0.308917210913325,0.363,0.083,3.88934798039484e-15,"12","DAZAP1"
"BAZ1A1",1.88249559182121e-19,0.453260396698594,0.571,0.171,4.1716102314758e-15,"12","BAZ1A"
"PDCD5",1.88922624730663e-19,0.430419047972883,0.495,0.136,4.18652536403149e-15,"12","PDCD5"
"MRPL572",1.89007682340327e-19,0.556174575165106,0.626,0.203,4.18841024066164e-15,"12","MRPL57"
"ZC3H13",1.91897234153544e-19,0.451155273245857,0.451,0.121,4.25244270884254e-15,"12","ZC3H13"
"ZMYM2",2.0689570197947e-19,0.275171292227195,0.341,0.073,4.58480875586506e-15,"12","ZMYM2"
"MRPL182",2.1037470965981e-19,0.507419775288067,0.44,0.119,4.66190356606138e-15,"12","MRPL18"
"CD320",2.10688707089586e-19,0.363252691947092,0.363,0.082,4.66886174910522e-15,"12","CD320"
"GMPSP11",2.18050559054726e-19,0.343509133135763,0.264,0.05,4.83200038865272e-15,"12","GMPSP1"
"TPD523",2.29489629790782e-19,0.309908710101525,0.352,0.077,5.08549019616374e-15,"12","TPD52"
"ZNF7061",2.31165380375847e-19,0.63432691207097,0.615,0.203,5.12262482912876e-15,"12","ZNF706"
"ITGB1BP1",2.33471436763121e-19,0.43969914232464,0.527,0.151,5.17372703867076e-15,"12","ITGB1BP1"
"ATF7IP21",2.38492159496517e-19,0.440214299523291,0.363,0.084,5.28498625444281e-15,"12","ATF7IP2"
"NDUFV11",2.44779821466097e-19,0.451731828115145,0.527,0.154,5.42432084368872e-15,"12","NDUFV1"
"SCP22",2.5077981967784e-19,0.556291184429389,0.626,0.202,5.55728080406093e-15,"12","SCP2"
"HIKESHI2",2.58231936048157e-19,0.383559186542579,0.527,0.151,5.72241970282715e-15,"12","HIKESHI"
"HSPA14",2.59058074761467e-19,0.341225407644403,0.275,0.053,5.74072693671411e-15,"12","HSPA14"
"PARK72",2.74683743513335e-19,0.698028910667086,0.802,0.329,6.08699175625549e-15,"12","PARK7"
"PTBP3",2.77305942980977e-19,0.379653761504974,0.374,0.088,6.14509969645846e-15,"12","PTBP3"
"NIN",2.9424845013139e-19,0.272961796859778,0.341,0.073,6.5205456549116e-15,"12","NIN"
"ENO14",2.986583859072e-19,0.906370843565082,0.802,0.369,6.61826983170355e-15,"12","ENO1"
"MRPL9",3.01210079730548e-19,0.326967367076833,0.286,0.056,6.67481536682895e-15,"12","MRPL9"
"ADRM11",3.14171474119441e-19,0.514628117365028,0.516,0.155,6.96203986648681e-15,"12","ADRM1"
"WASHC4",3.19493859622004e-19,0.322816678902279,0.286,0.055,7.07998392922362e-15,"12","WASHC4"
"NDUFAB12",3.32252043544516e-19,0.510858420822978,0.637,0.211,7.36270528494647e-15,"12","NDUFAB1"
"LRRC59",3.40896761045742e-19,0.367148552906177,0.363,0.084,7.55427222477364e-15,"12","LRRC59"
"SCNM1",3.48476698225644e-19,0.334794249327966,0.396,0.095,7.72224363268026e-15,"12","SCNM1"
"RBM8A3",3.60272057688999e-19,0.669980318001326,0.791,0.304,7.98362879838821e-15,"12","RBM8A"
"ME2",3.70876017034285e-19,0.376412121679668,0.33,0.071,8.21861253747976e-15,"12","ME2"
"NDUFB101",3.85269770615955e-19,0.533256339379936,0.802,0.299,8.53757811684955e-15,"12","NDUFB10"
"SRSF63",3.92358051110853e-19,0.677321909443294,0.868,0.366,8.69465441261651e-15,"12","SRSF6"
"AKR1A11",4.01260414535304e-19,0.397397372537949,0.429,0.11,8.89193078610233e-15,"12","AKR1A1"
"KIN",4.17778035692267e-19,0.311901327678598,0.264,0.049,9.25796127094064e-15,"12","KIN"
"ZNF292",4.32237393984057e-19,0.395181598278068,0.407,0.1,9.57838065068669e-15,"12","ZNF292"
"ETFB2",4.5713825595114e-19,0.38773702215721,0.593,0.179,1.01301837518773e-14,"12","ETFB"
"PMF1",4.65881556801044e-19,0.349209168726982,0.484,0.132,1.03239352987111e-14,"12","PMF1"
"CWC25",4.72416996355619e-19,0.41266389757747,0.44,0.115,1.04687606392405e-14,"12","CWC25"
"MCUB2",4.76484321830837e-19,0.412125341435469,0.681,0.219,1.05588925717713e-14,"12","MCUB"
"MRPL39",5.12115350838654e-19,0.293712439878728,0.264,0.05,1.13484761745846e-14,"12","MRPL39"
"AHSA1",5.20290668712412e-19,0.368286595830212,0.44,0.116,1.15296412186671e-14,"12","AHSA1"
"GPBP11",5.2311451349874e-19,0.368904407735403,0.626,0.194,1.15922176191321e-14,"12","GPBP1"
"VPS293",5.40613903476988e-19,0.622630911699472,0.736,0.266,1.19800041010501e-14,"12","VPS29"
"METTL23",5.43101192715595e-19,0.349197347225661,0.385,0.091,1.20351224305776e-14,"12","METTL23"
"HAX11",5.69877720939505e-19,0.365816761093938,0.549,0.161,1.26284902960194e-14,"12","HAX1"
"GSDMD",5.89370524520015e-19,0.300291137074401,0.429,0.108,1.30604508233635e-14,"12","GSDMD"
"SELENOF3",6.45927876603439e-19,0.693835508706032,0.791,0.308,1.43137617455322e-14,"12","SELENOF"
"PRELID3B",6.59150661123929e-19,0.468457509234962,0.56,0.174,1.46067786505063e-14,"12","PRELID3B"
"RALB",7.20250089934466e-19,0.259941373689498,0.286,0.056,1.59607419929478e-14,"12","RALB"
"BRK13",7.46466765383853e-19,0.60401730519709,0.868,0.359,1.65417035209062e-14,"12","BRK1"
"CNOT25",8.79705447706809e-19,0.357434011588494,0.714,0.239,1.94942727211829e-14,"12","CNOT2"
"CASC3",8.80132112893384e-19,0.3372248376784,0.286,0.058,1.95037276217174e-14,"12","CASC3"
"ING4",8.99010517579826e-19,0.290450083961746,0.286,0.056,1.99220730695689e-14,"12","ING4"
"JADE1",9.47478126462351e-19,0.290813458961497,0.374,0.09,2.09961152824057e-14,"12","JADE1"
"TINF2",9.67246223861849e-19,0.351934180826451,0.33,0.072,2.14341763207786e-14,"12","TINF2"
"ATP5O2",9.80528064873349e-19,0.772734374361345,0.901,0.438,2.17285019175934e-14,"12","ATP5O"
"ECH13",1.01802371905758e-18,0.400177716962536,0.637,0.204,2.25594056143159e-14,"12","ECH1"
"SLTM1",1.06794513514518e-18,0.464823001185298,0.615,0.198,2.36656641948173e-14,"12","SLTM"
"NUP88",1.06943946386533e-18,0.310701089920158,0.352,0.081,2.36987785192557e-14,"12","NUP88"
"EAPP",1.07136897614062e-18,0.342299501102893,0.505,0.142,2.37415365112762e-14,"12","EAPP"
"MRPL47",1.0852595138881e-18,0.555646817657858,0.484,0.142,2.40493508277603e-14,"12","MRPL47"
"REST",1.10356157081221e-18,0.305840279842281,0.33,0.073,2.44549244091985e-14,"12","REST"
"POLR2J1",1.14000730590402e-18,0.513607196990473,0.67,0.231,2.52625618988332e-14,"12","POLR2J"
"PAPOLA1",1.18244070399946e-18,0.506760219973018,0.802,0.295,2.6202886000628e-14,"12","PAPOLA"
"MRPL36",1.19529435338318e-18,0.295507298196036,0.352,0.082,2.64877228709714e-14,"12","MRPL36"
"VBP11",1.20434423150773e-18,0.560187399987802,0.56,0.18,2.66882681702112e-14,"12","VBP1"
"NUPL2",1.22058925764251e-18,0.307609646198799,0.297,0.062,2.70482579493581e-14,"12","NUPL2"
"PRKAR1A1",1.27527215435583e-18,0.367911817903982,0.44,0.115,2.82600309405251e-14,"12","PRKAR1A"
"EXOSC31",1.28272624920503e-18,0.252263715015842,0.297,0.062,2.84252136823834e-14,"12","EXOSC3"
"RPS245",1.28799123308769e-18,0.717205706062002,1,0.927,2.85418857252232e-14,"12","RPS24"
"DRAM21",1.32424210721328e-18,0.455021617250926,0.473,0.131,2.93452050958464e-14,"12","DRAM2"
"OTUB1",1.35922289680842e-18,0.351312117818358,0.418,0.107,3.01203793932745e-14,"12","OTUB1"
"ACLY",1.36862876884338e-18,0.322606386477478,0.275,0.054,3.03288135175693e-14,"12","ACLY"
"ARMC11",1.43571702454172e-18,0.341188213877024,0.33,0.074,3.18154892638445e-14,"12","ARMC1"
"RBM25",1.50445111695968e-18,0.483134344551592,0.659,0.22,3.33386367518266e-14,"12","RBM25"
"NCBP3",1.64763417615082e-18,0.267215446476544,0.275,0.054,3.65115733435023e-14,"12","NCBP3"
"IDH3B",1.94906317835214e-18,0.464331054465735,0.484,0.139,4.31912400322835e-14,"12","IDH3B"
"RPS215",1.96873358334708e-18,0.966932408455671,0.978,0.71,4.36271362069713e-14,"12","RPS2"
"POLR2E",1.98471374501818e-18,0.495196299887995,0.538,0.166,4.39812565896028e-14,"12","POLR2E"
"CCDC28A",2.15514855918773e-18,0.339218897780325,0.308,0.067,4.77580920716001e-14,"12","CCDC28A"
"ADK",2.20067757636615e-18,0.335619862109088,0.341,0.079,4.8767015092274e-14,"12","ADK"
"ARPC53",2.53152534314915e-18,0.470870592423639,0.758,0.271,5.60986016041852e-14,"12","ARPC5"
"SUMO32",2.60852566152521e-18,0.451418595029536,0.648,0.212,5.78049286593987e-14,"12","SUMO3"
"ZNRD1",2.61153927814406e-18,0.277899149300239,0.374,0.09,5.78717104036723e-14,"12","ZNRD1"
"FAM96A1",2.65997517178411e-18,0.447422923755713,0.495,0.145,5.89450498067358e-14,"12","FAM96A"
"SEC11A3",2.68351086789719e-18,0.511417726568653,0.758,0.271,5.94666008326018e-14,"12","SEC11A"
"TXN22",2.68739923848583e-18,0.364925010626363,0.505,0.143,5.9552767124846e-14,"12","TXN2"
"PIGP",2.70402890986885e-18,0.351898921819497,0.341,0.078,5.99212806426936e-14,"12","PIGP"
"PFDN1",2.85491359470556e-18,0.326001981843626,0.385,0.095,6.32648852586752e-14,"12","PFDN1"
"CETN31",2.87131387709247e-18,0.292569442998218,0.253,0.049,6.3628315516369e-14,"12","CETN3"
"MYL12B4",2.96438994759551e-18,0.694062849856253,0.956,0.502,6.56908812387166e-14,"12","MYL12B"
"PSMD31",3.10122571676647e-18,0.340016417158009,0.374,0.093,6.87231618835449e-14,"12","PSMD3"
"AGPS",3.19812317652645e-18,0.315995534688959,0.253,0.048,7.08704095918261e-14,"12","AGPS"
"SFXN1",3.37850393713136e-18,0.300926595350172,0.374,0.091,7.48676472468309e-14,"12","SFXN1"
"SETD2",3.39366521043884e-18,0.388448463292964,0.308,0.066,7.52036210633248e-14,"12","SETD2"
"C6orf484",3.60911075058785e-18,0.712201398808064,0.89,0.397,7.99778942330269e-14,"12","C6orf48"
"FAM83D1",3.6611077078894e-18,0.436079216109026,0.253,0.05,8.11301468068292e-14,"12","FAM83D"
"TMA16",3.74756587857735e-18,0.328315928608185,0.264,0.051,8.30460598692741e-14,"12","TMA16"
"SCAF4",3.94227186799007e-18,0.333240067155295,0.297,0.063,8.736074459466e-14,"12","SCAF4"
"CMPK1",4.01104980303693e-18,0.447155437644517,0.582,0.185,8.88848636352984e-14,"12","CMPK1"
"ETFA1",4.07385326022738e-18,0.434969591562316,0.538,0.165,9.02765882466388e-14,"12","ETFA"
"LRRFIP12",4.08877854609577e-18,0.554403403181597,0.747,0.267,9.06073325814824e-14,"12","LRRFIP1"
"LSM14A",4.25741971914092e-18,0.549945121485493,0.604,0.201,9.43444209761627e-14,"12","LSM14A"
"NTPCR",4.25809790703408e-18,0.273413813687873,0.264,0.051,9.43594496198752e-14,"12","NTPCR"
"SLIRP3",4.26566888230665e-18,0.40195090533919,0.648,0.214,9.45272224319154e-14,"12","SLIRP"
"PSMD21",4.32194264646968e-18,0.372393491520842,0.516,0.153,9.57742490457681e-14,"12","PSMD2"
"ADD32",4.34224685198894e-18,0.385477077160735,0.538,0.154,9.6224190240075e-14,"12","ADD3"
"PRPF19",4.75348107670782e-18,0.413589012106418,0.33,0.077,1.05337140659845e-13,"12","PRPF19"
"PSMC21",4.75514612204912e-18,0.322902862723959,0.418,0.109,1.05374038064609e-13,"12","PSMC2"
"SKAP21",4.85325828107226e-18,0.322772643699368,0.363,0.087,1.07548203508561e-13,"12","SKAP2"
"PFDN41",5.15136778950381e-18,0.380917813738594,0.593,0.19,1.14154310215405e-13,"12","PFDN4"
"RPL155",5.16998472165486e-18,0.727157842285648,1,0.897,1.14566861431872e-13,"12","RPL15"
"ARL6IP42",5.28424244656672e-18,0.580756285231162,0.868,0.371,1.17098812615919e-13,"12","ARL6IP4"
"PSMD111",5.41533234685047e-18,0.416330789745127,0.407,0.108,1.20003764806206e-13,"12","PSMD11"
"HENMT1",5.45719401763234e-18,0.281806459792918,0.253,0.048,1.20931419430733e-13,"12","HENMT1"
"ACTR1B",5.82913333383493e-18,0.257450015901805,0.286,0.058,1.29173594677782e-13,"12","ACTR1B"
"PYM1",6.1465952485171e-18,0.312389645552905,0.363,0.087,1.36208550707139e-13,"12","PYM1"
"NARF2",6.2195429521178e-18,0.441302983497388,0.626,0.21,1.3782507181893e-13,"12","NARF"
"ALDH9A1",6.33510241485159e-18,0.348361212552221,0.319,0.071,1.40385869513111e-13,"12","ALDH9A1"
"ATG5",6.51879206008259e-18,0.29194682122349,0.319,0.071,1.4445643205143e-13,"12","ATG5"
"HIST2H2AC1",6.581854056282e-18,0.526682034094124,0.319,0.073,1.45853885887209e-13,"12","HIST2H2AC"
"METAP23",6.63371938634048e-18,0.425648373644054,0.626,0.203,1.47003221601305e-13,"12","METAP2"
"ABI1",7.0100074119009e-18,0.292464486378323,0.407,0.104,1.55341764247724e-13,"12","ABI1"
"TIMM17A",7.18327896042404e-18,0.311495753057982,0.429,0.115,1.59181461762997e-13,"12","TIMM17A"
"POLR2H",7.40733633481045e-18,0.280634863278428,0.341,0.079,1.641465731794e-13,"12","POLR2H"
"ASPSCR1",7.51636614651379e-18,0.25718706089605,0.253,0.048,1.66562673806745e-13,"12","ASPSCR1"
"BLOC1S12",7.85440561153104e-18,0.461760161018774,0.78,0.297,1.74053628351528e-13,"12","BLOC1S1"
"MDM2",7.96002291957376e-18,0.476396272824692,0.319,0.073,1.76394107897754e-13,"12","MDM2"
"BRD7",8.05184527171937e-18,0.305337577832647,0.308,0.068,1.78428891221301e-13,"12","BRD7"
"CTNNAL11",8.07122645271029e-18,0.392872296870643,0.341,0.084,1.7885837819206e-13,"12","CTNNAL1"
"C11orf581",8.22806249669686e-18,0.636424359022558,0.78,0.324,1.82333864926803e-13,"12","C11orf58"
"CNPY32",8.39021686542647e-18,0.330840878235027,0.538,0.16,1.85927205737851e-13,"12","CNPY3"
"DCP2",8.4524892678137e-18,0.401319609685136,0.407,0.107,1.87307162174752e-13,"12","DCP2"
"SDHD",8.57271202588766e-18,0.401225238451185,0.473,0.134,1.8997129849367e-13,"12","SDHD"
"IAH1",8.69727935423115e-18,0.343776527006143,0.374,0.093,1.92731710489762e-13,"12","IAH1"
"AC097523.12",8.77314099189085e-18,0.487520049618964,0.615,0.198,1.94412804380301e-13,"12","AC097523.1"
"COX7A2L3",9.23371853043717e-18,0.617726352147204,0.846,0.355,2.04619202634488e-13,"12","COX7A2L"
"MFF",9.29827813840878e-18,0.404221940499176,0.451,0.126,2.06049843547139e-13,"12","MFF"
"PRPF31",9.43879094208414e-18,0.393301349312243,0.385,0.098,2.09163607276585e-13,"12","PRPF31"
"SCCPDH2",9.52437671245127e-18,0.33623552264048,0.33,0.076,2.1106018794792e-13,"12","SCCPDH"
"ILKAP",9.82114316265537e-18,0.371612851747351,0.374,0.095,2.17636532484443e-13,"12","ILKAP"
"PAK2",9.97962184621488e-18,0.436143956805207,0.484,0.139,2.21148420112122e-13,"12","PAK2"
"CPSF7",1.01268060260156e-17,0.382288901862076,0.275,0.056,2.24410021536505e-13,"12","CPSF7"
"VPS4A",1.01586199017475e-17,0.287692412211778,0.352,0.084,2.25115017022724e-13,"12","VPS4A"
"ABCB7",1.03127968362378e-17,0.329476587357738,0.286,0.061,2.28531577891031e-13,"12","ABCB7"
"GTF3C62",1.06359246737065e-17,0.356401196142156,0.571,0.176,2.35692090769336e-13,"12","GTF3C6"
"NSMCE11",1.10875654122931e-17,0.380079459585945,0.462,0.129,2.45700449536414e-13,"12","NSMCE1"
"TOR1A",1.12829181278987e-17,0.261496139762097,0.297,0.063,2.50029465714235e-13,"12","TOR1A"
"TATDN1",1.13348757208979e-17,0.376408687683243,0.33,0.075,2.51180845975097e-13,"12","TATDN1"
"TMED25",1.1485434291682e-17,0.549198487764176,0.747,0.273,2.54517223903674e-13,"12","TMED2"
"ZNF430",1.15968081849078e-17,0.276225818215684,0.319,0.07,2.56985269377557e-13,"12","ZNF430"
"GRSF1",1.18975270598028e-17,0.296622877728643,0.44,0.118,2.6364919964523e-13,"12","GRSF1"
"CNP",1.20545280888707e-17,0.328485005066174,0.319,0.073,2.67128342449375e-13,"12","CNP"
"BZW14",1.22781965919138e-17,0.584302522233531,0.725,0.266,2.7208483647681e-13,"12","BZW1"
"TKT2",1.24666023472819e-17,0.520701067786725,0.747,0.285,2.76259908015766e-13,"12","TKT"
"CCNG12",1.25319335164748e-17,0.47108694856996,0.571,0.181,2.77707646725082e-13,"12","CCNG1"
"SRPK11",1.31100539218265e-17,0.316385008419201,0.319,0.073,2.90518794907675e-13,"12","SRPK1"
"RAB14",1.31873952061614e-17,0.317331699847801,0.341,0.08,2.92232677768537e-13,"12","RAB14"
"AC004448.11",1.33906816666089e-17,0.415414066683428,0.418,0.112,2.96737505732053e-13,"12","AC004448.1"
"HNRNPUL2",1.42016397757287e-17,0.297408667419844,0.264,0.053,3.14708337430148e-13,"12","HNRNPUL2"
"MPC23",1.43064783099525e-17,0.648733258350591,0.714,0.273,3.17031559348548e-13,"12","MPC2"
"YWHAG1",1.48293408805331e-17,0.322479035537288,0.33,0.077,3.28618193912615e-13,"12","YWHAG"
"LAMTOR51",1.53154649952622e-17,0.573684523093985,0.802,0.34,3.39390704295011e-13,"12","LAMTOR5"
"ACP12",1.54345609146137e-17,0.626702274485627,0.78,0.322,3.42029869867841e-13,"12","ACP1"
"MRPS30",1.57014914724722e-17,0.274047363880352,0.363,0.089,3.47945051029985e-13,"12","MRPS30"
"DARS",1.60891926093289e-17,0.344779052217407,0.407,0.106,3.56536508222728e-13,"12","DARS"
"STAG2",1.61695541829012e-17,0.361964994991336,0.462,0.133,3.58317320693091e-13,"12","STAG2"
"MYCBP",1.63489845686625e-17,0.275216724807583,0.275,0.057,3.62293498041562e-13,"12","MYCBP"
"MPHOSPH10",1.65161745967608e-17,0.265614723680216,0.319,0.072,3.65998429064219e-13,"12","MPHOSPH10"
"SKIL",1.76367739454316e-17,0.343201600949152,0.264,0.051,3.90830910630763e-13,"12","SKIL"
"RPL7AP64",1.80813032993898e-17,0.805140778188935,1,0.615,4.00681681114479e-13,"12","RPL7AP6"
"CRLF3",1.82408128831593e-17,0.448263275054286,0.396,0.106,4.04216413490811e-13,"12","CRLF3"
"RPS7P4",1.87669363811021e-17,0.296342593173553,0.308,0.068,4.15875310205223e-13,"12","RPS7P4"
"EIF3I1",1.87718637148481e-17,0.61663216533771,0.637,0.229,4.15984499921033e-13,"12","EIF3I"
"CREB1",1.88249677424628e-17,0.494924422053325,0.385,0.101,4.17161285172975e-13,"12","CREB1"
